image_path,style,original_filename,label
data\processed\Rococo\jean-honore-fragonard_the-musical-contest-1755.jpg,Rococo,jean-honore-fragonard_the-musical-contest-1755.jpg,22
data\processed\Color_Field_Painting\jose-guerrero_red-composition.jpg,Color_Field_Painting,jose-guerrero_red-composition.jpg,5
data\processed\New_Realism\george-luks_old-woman.jpg,New_Realism,george-luks_old-woman.jpg,16
data\processed\Pointillism\richard-gerstl_self-portrait-2-1907.jpg,Pointillism,richard-gerstl_self-portrait-2-1907.jpg,18
data\processed\Naive_Art_Primitivism\grandma-moses_the-burning-of-troy-in-1862-1943.jpg,Naive_Art_Primitivism,grandma-moses_the-burning-of-troy-in-1862-1943.jpg,15
data\processed\High_Renaissance\giovanni-bellini_leonardo-loredan.jpg,High_Renaissance,giovanni-bellini_leonardo-loredan.jpg,11
data\processed\High_Renaissance\andrea-del-sarto_the-healing-of-the-possessed-woman.jpg,High_Renaissance,andrea-del-sarto_the-healing-of-the-possessed-woman.jpg,11
data\processed\Impressionism\edgar-degas_les-pointes-1878.jpg,Impressionism,edgar-degas_les-pointes-1878.jpg,12
data\processed\Symbolism\koloman-moser_standing-youth.jpg,Symbolism,koloman-moser_standing-youth.jpg,24
data\processed\Action_painting\franz-kline_untitled.jpg,Action_painting,franz-kline_untitled.jpg,1
data\processed\Abstract_Expressionism\cy-twombly_quarzeat.jpg,Abstract_Expressionism,cy-twombly_quarzeat.jpg,0
data\processed\Northern_Renaissance\rogier-van-der-weyden_portrait-of-philippe-de-croy-1460.jpg,Northern_Renaissance,rogier-van-der-weyden_portrait-of-philippe-de-croy-1460.jpg,17
data\processed\Color_Field_Painting\ellsworth-kelly_blue-yellow-red-1990.jpg,Color_Field_Painting,ellsworth-kelly_blue-yellow-red-1990.jpg,5
data\processed\Cubism\stuart-davis_visa-1951.jpg,Cubism,stuart-davis_visa-1951.jpg,7
data\processed\Post_Impressionism\vincent-van-gogh_montmartre-path-with-sunflowers-1887.jpg,Post_Impressionism,vincent-van-gogh_montmartre-path-with-sunflowers-1887.jpg,20
data\processed\Contemporary_Realism\neil-welliver_study-for-little-spruce.jpg,Contemporary_Realism,neil-welliver_study-for-little-spruce.jpg,6
data\processed\Early_Renaissance\leonardo-da-vinci_madonna-with-a-flower-madonna-benois.jpg,Early_Renaissance,leonardo-da-vinci_madonna-with-a-flower-madonna-benois.jpg,8
data\processed\New_Realism\edward-hopper_bistro.jpg,New_Realism,edward-hopper_bistro.jpg,16
data\processed\Fauvism\milton-avery_gaspe-pink-sky-1940.jpg,Fauvism,milton-avery_gaspe-pink-sky-1940.jpg,10
data\processed\Abstract_Expressionism\jane-frank_april-screen-1968.jpg,Abstract_Expressionism,jane-frank_april-screen-1968.jpg,0
data\processed\Pop_Art\rosalyn-drexler_this-is-my-wedding-1963.jpg,Pop_Art,rosalyn-drexler_this-is-my-wedding-1963.jpg,19
data\processed\Romanticism\ivan-aivazovsky_jesus-walks-on-water-1888.jpg,Romanticism,ivan-aivazovsky_jesus-walks-on-water-1888.jpg,23
data\processed\Analytical_Cubism\pablo-picasso_woman-and-pears-fernande-1909.jpg,Analytical_Cubism,pablo-picasso_woman-and-pears-fernande-1909.jpg,2
data\processed\Expressionism\ramon-oviedo_restos-de-un-primario(4).jpg,Expressionism,ramon-oviedo_restos-de-un-primario(4).jpg,9
data\processed\Pop_Art\andy-warhol_a-cat-named-sam.jpg,Pop_Art,andy-warhol_a-cat-named-sam.jpg,19
data\processed\Ukiyo_e\katsushika-hokusai_the-ghost-of-oiwa.jpg,Ukiyo_e,katsushika-hokusai_the-ghost-of-oiwa.jpg,26
data\processed\Art_Nouveau_Modern\heorhiy-narbut_sheet-a-from-the-album-ukrainian-alphabet-1917.jpg,Art_Nouveau_Modern,heorhiy-narbut_sheet-a-from-the-album-ukrainian-alphabet-1917.jpg,3
data\processed\Minimalism\jean-degottex_depli-blanc-i.jpg,Minimalism,jean-degottex_depli-blanc-i.jpg,14
data\processed\Mannerism_Late_Renaissance\paolo-veronese_annunciation.jpg,Mannerism_Late_Renaissance,paolo-veronese_annunciation.jpg,13
data\processed\Color_Field_Painting\anne-appleby_thaw-2-2011.jpg,Color_Field_Painting,anne-appleby_thaw-2-2011.jpg,5
data\processed\Fauvism\louis-valtat_woman-with-guitar-1906.jpg,Fauvism,louis-valtat_woman-with-guitar-1906.jpg,10
data\processed\Color_Field_Painting\helen-frankenthaler_robinson-s-wrap-1974.jpg,Color_Field_Painting,helen-frankenthaler_robinson-s-wrap-1974.jpg,5
data\processed\Mannerism_Late_Renaissance\el-greco_baptism-of-christ-1568.jpg,Mannerism_Late_Renaissance,el-greco_baptism-of-christ-1568.jpg,13
data\processed\Romanticism\george-stubbs_horse-attacked-by-a-lion.jpg,Romanticism,george-stubbs_horse-attacked-by-a-lion.jpg,23
data\processed\Baroque\frans-hals_captain-andries-van-hoorn-1638.jpg,Baroque,frans-hals_captain-andries-van-hoorn-1638.jpg,4
data\processed\Contemporary_Realism\janet-fish_coffee-cake-2003.jpg,Contemporary_Realism,janet-fish_coffee-cake-2003.jpg,6
data\processed\Expressionism\yiannis-tsaroychis_sketch-1.jpg,Expressionism,yiannis-tsaroychis_sketch-1.jpg,9
data\processed\Romanticism\john-william-waterhouse_pandora-1898.jpg,Romanticism,john-william-waterhouse_pandora-1898.jpg,23
data\processed\Realism\john-everett-millais_vanessa.jpg,Realism,john-everett-millais_vanessa.jpg,21
data\processed\Romanticism\william-shayer_country-life-1849.jpg,Romanticism,william-shayer_country-life-1849.jpg,23
data\processed\Naive_Art_Primitivism\grΓö£╨│Γö¼╨╣goire-michonze_shepherds-in-the-valley-1981.jpg,Naive_Art_Primitivism,grΓö£╨│Γö¼╨╣goire-michonze_shepherds-in-the-valley-1981.jpg,15
data\processed\Contemporary_Realism\jamie-wyeth_winter-pig-1975.jpg,Contemporary_Realism,jamie-wyeth_winter-pig-1975.jpg,6
data\processed\Naive_Art_Primitivism\grΓö£╨│Γö¼╨╣goire-michonze_in-the-village.jpg,Naive_Art_Primitivism,grΓö£╨│Γö¼╨╣goire-michonze_in-the-village.jpg,15
data\processed\Impressionism\john-singer-sargent_atlantic-storm-1876.jpg,Impressionism,john-singer-sargent_atlantic-storm-1876.jpg,12
data\processed\Ukiyo_e\katsushika-hokusai_the-bullock-cart.jpg,Ukiyo_e,katsushika-hokusai_the-bullock-cart.jpg,26
data\processed\Art_Nouveau_Modern\aubrey-beardsley_the-return-of-tannhauser-to-the-venusberg-1895.jpg,Art_Nouveau_Modern,aubrey-beardsley_the-return-of-tannhauser-to-the-venusberg-1895.jpg,3
data\processed\Art_Nouveau_Modern\ivan-bilibin_wonderful-hero-bova-korolevich-1911.jpg,Art_Nouveau_Modern,ivan-bilibin_wonderful-hero-bova-korolevich-1911.jpg,3
data\processed\Pointillism\paul-signac_chateau-de-comblat.jpg,Pointillism,paul-signac_chateau-de-comblat.jpg,18
data\processed\Naive_Art_Primitivism\louis-vivin_le-consult-d-auvergne-et-le-sacre-couer.jpg,Naive_Art_Primitivism,louis-vivin_le-consult-d-auvergne-et-le-sacre-couer.jpg,15
data\processed\Early_Renaissance\piero-della-francesca_baptism-of-christ-detail-1450(1).jpg,Early_Renaissance,piero-della-francesca_baptism-of-christ-detail-1450(1).jpg,8
data\processed\Mannerism_Late_Renaissance\titian_st-jerome-1.jpg,Mannerism_Late_Renaissance,titian_st-jerome-1.jpg,13
data\processed\New_Realism\william-james-glackens_girl-in-a-black-cape-1897.jpg,New_Realism,william-james-glackens_girl-in-a-black-cape-1897.jpg,16
data\processed\Ukiyo_e\keisai-eisen_fishing-for-whitebait-in-the-bay-off-tsukuda-1830.jpg,Ukiyo_e,keisai-eisen_fishing-for-whitebait-in-the-bay-off-tsukuda-1830.jpg,26
data\processed\Post_Impressionism\constantin-piliuta_the-peacock.jpg,Post_Impressionism,constantin-piliuta_the-peacock.jpg,20
data\processed\Ukiyo_e\utagawa-toyokuni_three-beauties-playing-battledore-and-shuttlecock.jpg,Ukiyo_e,utagawa-toyokuni_three-beauties-playing-battledore-and-shuttlecock.jpg,26
data\processed\Action_painting\jackson-pollock_untitled-green-silver-1949.jpg,Action_painting,jackson-pollock_untitled-green-silver-1949.jpg,1
data\processed\Northern_Renaissance\albrecht-durer_portrait-of-lazarus-ravensburger-and-the-turrets-of-the-court-of-lier-in-antwerp.jpg,Northern_Renaissance,albrecht-durer_portrait-of-lazarus-ravensburger-and-the-turrets-of-the-court-of-lier-in-antwerp.jpg,17
data\processed\Early_Renaissance\andrea-del-verrocchio_the-doubting-thomas-1483.jpg,Early_Renaissance,andrea-del-verrocchio_the-doubting-thomas-1483.jpg,8
data\processed\Minimalism\genevieve-asse_tryptique-1970.jpg,Minimalism,genevieve-asse_tryptique-1970.jpg,14
data\processed\Baroque\peter-paul-rubens_self-portrait-2.jpg,Baroque,peter-paul-rubens_self-portrait-2.jpg,4
data\processed\Synthetic_Cubism\juan-gris_still-life-with-newspaper-1916-1.jpg,Synthetic_Cubism,juan-gris_still-life-with-newspaper-1916-1.jpg,25
data\processed\High_Renaissance\raphael_diotalevi-madonna-1503.jpg,High_Renaissance,raphael_diotalevi-madonna-1503.jpg,11
data\processed\Northern_Renaissance\dirk-bouts_justice-of-the-emperor-otto-the-execution-of-the-innocent-count-1475.jpg,Northern_Renaissance,dirk-bouts_justice-of-the-emperor-otto-the-execution-of-the-innocent-count-1475.jpg,17
data\processed\Pop_Art\nicholas-krushenick_wire-mill-1973.jpg,Pop_Art,nicholas-krushenick_wire-mill-1973.jpg,19
data\processed\Rococo\thomas-gainsborough_conversation-in-a-park-1745.jpg,Rococo,thomas-gainsborough_conversation-in-a-park-1745.jpg,22
data\processed\Cubism\juan-gris_the-open-book-1925-1.jpg,Cubism,juan-gris_the-open-book-1925-1.jpg,7
data\processed\Synthetic_Cubism\juan-gris_guitar-on-a-table-1915.jpg,Synthetic_Cubism,juan-gris_guitar-on-a-table-1915.jpg,25
data\processed\Expressionism\jean-paul-lemieux_le-champ-de-tr-fles.jpg,Expressionism,jean-paul-lemieux_le-champ-de-tr-fles.jpg,9
data\processed\Symbolism\tivadar-kosztka-csontvary_praying-saviour-1903.jpg,Symbolism,tivadar-kosztka-csontvary_praying-saviour-1903.jpg,24
data\processed\Pointillism\samuel-mutzner_peisaj-din-giverny-1908.jpg,Pointillism,samuel-mutzner_peisaj-din-giverny-1908.jpg,18
data\processed\Pop_Art\richard-artschwager_table-with-pink-tablecloth-1964.jpg,Pop_Art,richard-artschwager_table-with-pink-tablecloth-1964.jpg,19
data\processed\Art_Nouveau_Modern\paul-mathiopoulos_portrait-of-sotiris-papastratos.jpg,Art_Nouveau_Modern,paul-mathiopoulos_portrait-of-sotiris-papastratos.jpg,3
data\processed\High_Renaissance\leonardo-da-vinci_heads-of-sts-thomas-and-james-the-greater.jpg,High_Renaissance,leonardo-da-vinci_heads-of-sts-thomas-and-james-the-greater.jpg,11
data\processed\Expressionism\pablo-picasso_crouching-female-nude-1956.jpg,Expressionism,pablo-picasso_crouching-female-nude-1956.jpg,9
data\processed\Romanticism\orest-kiprensky_alexander-samoilovich-figner.jpg,Romanticism,orest-kiprensky_alexander-samoilovich-figner.jpg,23
data\processed\Rococo\bernardo-bellotto_dresden-the-frauenkirche-and-the-rampische-gasse.jpg,Rococo,bernardo-bellotto_dresden-the-frauenkirche-and-the-rampische-gasse.jpg,22
data\processed\Ukiyo_e\utagawa-kuniyoshi_hotei-one-of-the-seven-gods-of-good-fortune.jpg,Ukiyo_e,utagawa-kuniyoshi_hotei-one-of-the-seven-gods-of-good-fortune.jpg,26
data\processed\Contemporary_Realism\john-miller_autumn-trees.jpg,Contemporary_Realism,john-miller_autumn-trees.jpg,6
data\processed\Post_Impressionism\walter-sickert_portrait-of-lady-noble.jpg,Post_Impressionism,walter-sickert_portrait-of-lady-noble.jpg,20
data\processed\Abstract_Expressionism\walter-darby-bannard_mandragora-1969.jpg,Abstract_Expressionism,walter-darby-bannard_mandragora-1969.jpg,0
data\processed\Rococo\bernardo-bellotto_the-belvedere-from-gesehen-vienna-1759.jpg,Rococo,bernardo-bellotto_the-belvedere-from-gesehen-vienna-1759.jpg,22
data\processed\Rococo\canaletto_capriccio-river-landscape-with-a-column.jpg,Rococo,canaletto_capriccio-river-landscape-with-a-column.jpg,22
data\processed\Mannerism_Late_Renaissance\titian_perseus-and-andromeda-1556.jpg,Mannerism_Late_Renaissance,titian_perseus-and-andromeda-1556.jpg,13
data\processed\Pop_Art\andy-warhol_muhammad-ali.jpg,Pop_Art,andy-warhol_muhammad-ali.jpg,19
data\processed\Early_Renaissance\filippo-lippi_madonna-of-humility-with-angels-and-donor.jpg,Early_Renaissance,filippo-lippi_madonna-of-humility-with-angels-and-donor.jpg,8
data\processed\Synthetic_Cubism\pablo-picasso_geometrical-composition-the-guitar-1913.jpg,Synthetic_Cubism,pablo-picasso_geometrical-composition-the-guitar-1913.jpg,25
data\processed\Art_Nouveau_Modern\felix-vallotton_self-portrait-1895-1.jpg,Art_Nouveau_Modern,felix-vallotton_self-portrait-1895-1.jpg,3
data\processed\High_Renaissance\raphael_christ-blessing-1502.jpg,High_Renaissance,raphael_christ-blessing-1502.jpg,11
data\processed\Ukiyo_e\katsushika-hokusai_shimomeguro.jpg,Ukiyo_e,katsushika-hokusai_shimomeguro.jpg,26
data\processed\Abstract_Expressionism\sam-francis_damn-braces-1960.jpg,Abstract_Expressionism,sam-francis_damn-braces-1960.jpg,0
data\processed\Fauvism\mary-fedden_still-life-with-fruit-1997.jpg,Fauvism,mary-fedden_still-life-with-fruit-1997.jpg,10
data\processed\Pointillism\georges-seurat_seated-bather-1883.jpg,Pointillism,georges-seurat_seated-bather-1883.jpg,18
data\processed\Cubism\gino-severini_a-dancer-1.jpg,Cubism,gino-severini_a-dancer-1.jpg,7
data\processed\Fauvism\pyotr-konchalovsky_portrait-of-director-vsevolod-emilievich-meyerhold-1938.jpg,Fauvism,pyotr-konchalovsky_portrait-of-director-vsevolod-emilievich-meyerhold-1938.jpg,10
data\processed\Color_Field_Painting\barnett-newman_canto-xiv-1964.jpg,Color_Field_Painting,barnett-newman_canto-xiv-1964.jpg,5
data\processed\Contemporary_Realism\jamie-wyeth_grackles-and-angus-1974.jpg,Contemporary_Realism,jamie-wyeth_grackles-and-angus-1974.jpg,6
data\processed\Romanticism\francesco-hayez_portrait-of-teresa-borri.jpg,Romanticism,francesco-hayez_portrait-of-teresa-borri.jpg,23
data\processed\Color_Field_Painting\sam-francis_untitled-1964-2.jpg,Color_Field_Painting,sam-francis_untitled-1964-2.jpg,5
data\processed\Early_Renaissance\fra-angelico_crucifixion-with-the-virgin-and-sts-cosmas-john-the-evangelist-and-peter-martyr-1442.jpg,Early_Renaissance,fra-angelico_crucifixion-with-the-virgin-and-sts-cosmas-john-the-evangelist-and-peter-martyr-1442.jpg,8
data\processed\High_Renaissance\giovanni-bellini_drunkenness-of-noah.jpg,High_Renaissance,giovanni-bellini_drunkenness-of-noah.jpg,11
data\processed\Naive_Art_Primitivism\andre-derain_golden-age.jpg,Naive_Art_Primitivism,andre-derain_golden-age.jpg,15
data\processed\Naive_Art_Primitivism\andre-bauchant_personnages-et-fleurs-1947.jpg,Naive_Art_Primitivism,andre-bauchant_personnages-et-fleurs-1947.jpg,15
data\processed\Naive_Art_Primitivism\otto-gustav-carlsund_dresdens-spektrum-hj-rter-knekt-1922.jpg,Naive_Art_Primitivism,otto-gustav-carlsund_dresdens-spektrum-hj-rter-knekt-1922.jpg,15
data\processed\Early_Renaissance\sandro-botticelli_portrait-of-a-young-man-with-red-cap(1).jpg,Early_Renaissance,sandro-botticelli_portrait-of-a-young-man-with-red-cap(1).jpg,8
data\processed\Post_Impressionism\henri-matisse_portrait-of-his-daughter-margaret.jpg,Post_Impressionism,henri-matisse_portrait-of-his-daughter-margaret.jpg,20
data\processed\Analytical_Cubism\pablo-picasso_bathers-in-the-forest-1908.jpg,Analytical_Cubism,pablo-picasso_bathers-in-the-forest-1908.jpg,2
data\processed\Northern_Renaissance\lucas-cranach-the-elder_the-judgment-of-paris-1527.jpg,Northern_Renaissance,lucas-cranach-the-elder_the-judgment-of-paris-1527.jpg,17
data\processed\High_Renaissance\lorenzo-lotto_enthroned-madonna-with-angels-and-saints-st-catherine-of-alexandria-and-st-augustine-on-the-1521.jpg,High_Renaissance,lorenzo-lotto_enthroned-madonna-with-angels-and-saints-st-catherine-of-alexandria-and-st-augustine-on-the-1521.jpg,11
data\processed\Analytical_Cubism\pablo-picasso_guitar-and-violin.jpg,Analytical_Cubism,pablo-picasso_guitar-and-violin.jpg,2
data\processed\Contemporary_Realism\john-miller_the-camponile-doges-palace-venice.jpg,Contemporary_Realism,john-miller_the-camponile-doges-palace-venice.jpg,6
data\processed\Synthetic_Cubism\juan-gris_the-guitar-1914.jpg,Synthetic_Cubism,juan-gris_the-guitar-1914.jpg,25
data\processed\Pointillism\salvador-dali_madrid-architecture-and-poplars.jpg,Pointillism,salvador-dali_madrid-architecture-and-poplars.jpg,18
data\processed\Ukiyo_e\katsushika-hokusai_pair-of-sissors-and-sparrow.jpg,Ukiyo_e,katsushika-hokusai_pair-of-sissors-and-sparrow.jpg,26
data\processed\Symbolism\pierre-puvis-de-chavannes_the-birds-1871.jpg,Symbolism,pierre-puvis-de-chavannes_the-birds-1871.jpg,24
data\processed\Realism\boris-kustodiev_portrait-of-k-b-kustodiev-1921.jpg,Realism,boris-kustodiev_portrait-of-k-b-kustodiev-1921.jpg,21
data\processed\Realism\pyotr-konchalovsky_still-life-lilacs-on-the-window-1935.jpg,Realism,pyotr-konchalovsky_still-life-lilacs-on-the-window-1935.jpg,21
data\processed\Minimalism\jean-degottex_d-bris-xxii.jpg,Minimalism,jean-degottex_d-bris-xxii.jpg,14
data\processed\Pop_Art\burhan-dogancay_ten-past-ten-1990.jpg,Pop_Art,burhan-dogancay_ten-past-ten-1990.jpg,19
data\processed\Minimalism\keith-sonnier_cannes-5-2008.jpg,Minimalism,keith-sonnier_cannes-5-2008.jpg,14
data\processed\Abstract_Expressionism\joan-mitchell_hemlock-1956(1).jpg,Abstract_Expressionism,joan-mitchell_hemlock-1956(1).jpg,0
data\processed\Color_Field_Painting\olivier-debre_composition-bleue-taches-rouge-et-jaune.jpg,Color_Field_Painting,olivier-debre_composition-bleue-taches-rouge-et-jaune.jpg,5
data\processed\Realism\kazimir-malevich_portrait-of-v-a-pavlov-1933.jpg,Realism,kazimir-malevich_portrait-of-v-a-pavlov-1933.jpg,21
data\processed\High_Renaissance\leonardo-da-vinci_bird-s-eye-view-of-a-landscape.jpg,High_Renaissance,leonardo-da-vinci_bird-s-eye-view-of-a-landscape.jpg,11
data\processed\Pop_Art\andy-warhol_marilyn-1.jpg,Pop_Art,andy-warhol_marilyn-1.jpg,19
data\processed\Color_Field_Painting\morris-louis_gemma-1962.jpg,Color_Field_Painting,morris-louis_gemma-1962.jpg,5
data\processed\Abstract_Expressionism\william-scott_orange-black-and-white-1960.jpg,Abstract_Expressionism,william-scott_orange-black-and-white-1960.jpg,0
data\processed\Post_Impressionism\pyotr-konchalovsky_the-horse-in-harness-sketch-for-painting-the-return-from-the-fair-1926.jpg,Post_Impressionism,pyotr-konchalovsky_the-horse-in-harness-sketch-for-painting-the-return-from-the-fair-1926.jpg,20
data\processed\Fauvism\mary-fedden_the-horse-mug-1991.jpg,Fauvism,mary-fedden_the-horse-mug-1991.jpg,10
data\processed\Early_Renaissance\filippo-lippi_madonna-and-child-with-two-angels-1465.jpg,Early_Renaissance,filippo-lippi_madonna-and-child-with-two-angels-1465.jpg,8
data\processed\Baroque\isaac-van-ostade_amusement-on-the-ice-1645.jpg,Baroque,isaac-van-ostade_amusement-on-the-ice-1645.jpg,4
data\processed\Naive_Art_Primitivism\marc-chagall_farewell-1985.jpg,Naive_Art_Primitivism,marc-chagall_farewell-1985.jpg,15
data\processed\Pop_Art\andy-warhol_amos-1976.jpg,Pop_Art,andy-warhol_amos-1976.jpg,19
data\processed\Fauvism\maurice-de-vlaminck_vase-of-flowers.jpg,Fauvism,maurice-de-vlaminck_vase-of-flowers.jpg,10
data\processed\Realism\valentin-serov_portrait-of-nikolay-leskov-1891.jpg,Realism,valentin-serov_portrait-of-nikolay-leskov-1891.jpg,21
data\processed\Northern_Renaissance\albrecht-altdorfer_landscape-with-satyrfamilie-1507.jpg,Northern_Renaissance,albrecht-altdorfer_landscape-with-satyrfamilie-1507.jpg,17
data\processed\Contemporary_Realism\dimitris-mytaras_untitled(2).jpg,Contemporary_Realism,dimitris-mytaras_untitled(2).jpg,6
data\processed\Expressionism\helene-schjerfbeck_under-the-linden-1911.jpg,Expressionism,helene-schjerfbeck_under-the-linden-1911.jpg,9
data\processed\Northern_Renaissance\lucas-cranach-the-elder_christ-and-the-adulteress-1532.jpg,Northern_Renaissance,lucas-cranach-the-elder_christ-and-the-adulteress-1532.jpg,17
data\processed\Early_Renaissance\fra-angelico_marriage-of-the-virgin-1434.jpg,Early_Renaissance,fra-angelico_marriage-of-the-virgin-1434.jpg,8
data\processed\Cubism\marevna-(marie-vorobieff)_portrait.jpg,Cubism,marevna-(marie-vorobieff)_portrait.jpg,7
data\processed\Realism\ivan-shishkin_the-forest-clearing-1896.jpg,Realism,ivan-shishkin_the-forest-clearing-1896.jpg,21
data\processed\Pointillism\henri-martin_lot-landscape-1890.jpg,Pointillism,henri-martin_lot-landscape-1890.jpg,18
data\processed\Abstract_Expressionism\mark-tobey_childs-fantasy.jpg,Abstract_Expressionism,mark-tobey_childs-fantasy.jpg,0
data\processed\Realism\theodore-rousseau_not_detected_198927.jpg,Realism,theodore-rousseau_not_detected_198927.jpg,21
data\processed\Pop_Art\andy-warhol_untitled-beauty-products-1960.jpg,Pop_Art,andy-warhol_untitled-beauty-products-1960.jpg,19
data\processed\Mannerism_Late_Renaissance\paolo-veronese_ceiling-paintings-1582.jpg,Mannerism_Late_Renaissance,paolo-veronese_ceiling-paintings-1582.jpg,13
data\processed\Fauvism\lajos-tihanyi_pont-st-michel-1908.jpg,Fauvism,lajos-tihanyi_pont-st-michel-1908.jpg,10
data\processed\Post_Impressionism\vincent-van-gogh_head-of-a-man-with-hat-1886(1).jpg,Post_Impressionism,vincent-van-gogh_head-of-a-man-with-hat-1886(1).jpg,20
data\processed\Pointillism\henri-edmond-cross_landscape-with-goats-1895.jpg,Pointillism,henri-edmond-cross_landscape-with-goats-1895.jpg,18
data\processed\Post_Impressionism\gustave-loiseau_petit-dalles-at-normandy-1908.jpg,Post_Impressionism,gustave-loiseau_petit-dalles-at-normandy-1908.jpg,20
data\processed\Abstract_Expressionism\sam-francis_untitled-sf-61-012-1961.jpg,Abstract_Expressionism,sam-francis_untitled-sf-61-012-1961.jpg,0
data\processed\Pop_Art\stanley-pinker_girl-in-sunglasses.jpg,Pop_Art,stanley-pinker_girl-in-sunglasses.jpg,19
data\processed\Cubism\marc-chagall_blue-lovers-1914.jpg,Cubism,marc-chagall_blue-lovers-1914.jpg,7
data\processed\Action_painting\jackson-pollock_number-32-1950.jpg,Action_painting,jackson-pollock_number-32-1950.jpg,1
data\processed\Baroque\rembrandt_dead-peacocks.jpg,Baroque,rembrandt_dead-peacocks.jpg,4
data\processed\Abstract_Expressionism\jack-bush_collage-for-christmas-1957.jpg,Abstract_Expressionism,jack-bush_collage-for-christmas-1957.jpg,0
data\processed\High_Renaissance\raphael_study-for-the-holy-family-1518.jpg,High_Renaissance,raphael_study-for-the-holy-family-1518.jpg,11
data\processed\Rococo\joshua-reynolds_augustus-keppel-1753.jpg,Rococo,joshua-reynolds_augustus-keppel-1753.jpg,22
data\processed\Minimalism\agnes-martin_loving-love.jpg,Minimalism,agnes-martin_loving-love.jpg,14
data\processed\Art_Nouveau_Modern\gustav-klimt_the-bride-unfinished-1918.jpg,Art_Nouveau_Modern,gustav-klimt_the-bride-unfinished-1918.jpg,3
data\processed\Fauvism\walasse-ting_lady-in-pink-1992.jpg,Fauvism,walasse-ting_lady-in-pink-1992.jpg,10
data\processed\Symbolism\konstantin-somov_letter-mysterious-messenger.jpg,Symbolism,konstantin-somov_letter-mysterious-messenger.jpg,24
data\processed\Minimalism\yves-klein_untitled-blue-monochrome-1957.jpg,Minimalism,yves-klein_untitled-blue-monochrome-1957.jpg,14
data\processed\Expressionism\pyotr-konchalovsky_view-of-mtskheta-from-the-mountain-1927.jpg,Expressionism,pyotr-konchalovsky_view-of-mtskheta-from-the-mountain-1927.jpg,9
data\processed\Mannerism_Late_Renaissance\el-greco_apostle-st-peter.jpg,Mannerism_Late_Renaissance,el-greco_apostle-st-peter.jpg,13
data\processed\Northern_Renaissance\albrecht-durer_st-george-on-foot-1502.jpg,Northern_Renaissance,albrecht-durer_st-george-on-foot-1502.jpg,17
data\processed\Pointillism\henri-edmond-cross_the-pink-cloud.jpg,Pointillism,henri-edmond-cross_the-pink-cloud.jpg,18
data\processed\Rococo\maurice-quentin-de-la-tour_madame-rouille-de-l-estangleterre.jpg,Rococo,maurice-quentin-de-la-tour_madame-rouille-de-l-estangleterre.jpg,22
data\processed\Ukiyo_e\kitagawa-utamaro_prelude-to-desire-1799.jpg,Ukiyo_e,kitagawa-utamaro_prelude-to-desire-1799.jpg,26
data\processed\Color_Field_Painting\barnett-newman_be-i-1970.jpg,Color_Field_Painting,barnett-newman_be-i-1970.jpg,5
data\processed\Early_Renaissance\sandro-botticelli_madonna-del-magnificat-1485(1).jpg,Early_Renaissance,sandro-botticelli_madonna-del-magnificat-1485(1).jpg,8
data\processed\Post_Impressionism\salvador-dali_the-station-at-figueras.jpg,Post_Impressionism,salvador-dali_the-station-at-figueras.jpg,20
data\processed\Northern_Renaissance\jean-fouquet_the-emperor-charles-iv-and-the-dignitaries-of-paris-1460.jpg,Northern_Renaissance,jean-fouquet_the-emperor-charles-iv-and-the-dignitaries-of-paris-1460.jpg,17
data\processed\Pointillism\kazimir-malevich_landscape-1906.jpg,Pointillism,kazimir-malevich_landscape-1906.jpg,18
data\processed\Contemporary_Realism\philip-pearlstein_girl-on-iron-bench-1972.jpg,Contemporary_Realism,philip-pearlstein_girl-on-iron-bench-1972.jpg,6
data\processed\Mannerism_Late_Renaissance\agnolo-bronzino_unknown-lady.jpg,Mannerism_Late_Renaissance,agnolo-bronzino_unknown-lady.jpg,13
data\processed\Pop_Art\jim-dine_picabia-i-cheer-1971.jpg,Pop_Art,jim-dine_picabia-i-cheer-1971.jpg,19
data\processed\Rococo\benjamin-west_woodcutters-in-windsor-park-1795.jpg,Rococo,benjamin-west_woodcutters-in-windsor-park-1795.jpg,22
data\processed\Fauvism\william-h.-johnson_still-life-chair-and-flowers-1945.jpg,Fauvism,william-h.-johnson_still-life-chair-and-flowers-1945.jpg,10
data\processed\Romanticism\konstantin-makovsky_boyaryshnya-3.jpg,Romanticism,konstantin-makovsky_boyaryshnya-3.jpg,23
data\processed\Color_Field_Painting\patrick-heron_horizontal-stripe-painting-november-1957-january-1958-1958.jpg,Color_Field_Painting,patrick-heron_horizontal-stripe-painting-november-1957-january-1958-1958.jpg,5
data\processed\Early_Renaissance\carlo-crivelli_madonna-and-child-st-francis-of-assisi-1472.jpg,Early_Renaissance,carlo-crivelli_madonna-and-child-st-francis-of-assisi-1472.jpg,8
data\processed\Post_Impressionism\moise-kisling_not-identified-2.jpg,Post_Impressionism,moise-kisling_not-identified-2.jpg,20
data\processed\Post_Impressionism\vincent-van-gogh_portrait-of-the-artist-s-mother-1888.jpg,Post_Impressionism,vincent-van-gogh_portrait-of-the-artist-s-mother-1888.jpg,20
data\processed\Early_Renaissance\andrea-mantegna_maria-with-the-sleeping-child-1455.jpg,Early_Renaissance,andrea-mantegna_maria-with-the-sleeping-child-1455.jpg,8
